timestamp,OP_UNIQUE_CARRIER,flights,cancellations,avg_dep_delay,flights_rolling_mean,cancellations_rolling_mean,delay_rolling_mean,flights_rolling_std,cancellations_rolling_std,delay_rolling_std,cancellation_spike_flag,delay_spike_flag
2025-10-05,B6,621,2.0,15.080775444264944,588.2,0.4,9.454706253845414,43.35550714730482,0.8944271909999159,3.856286192701498,true,true
2025-10-06,B6,625,1.0,19.112179487179485,606.2,0.6,11.850226263430844,33.25206760488735,0.8944271909999159,5.446902629826199,false,true
2025-10-07,B6,564,0.0,10.578014184397164,595.8,0.6,12.800894035375212,37.30549557370869,0.8944271909999159,4.457224653039816,false,false
2025-10-08,B6,562,0.0,16.95017793594306,583.8,0.6,13.838196503592764,36.41016341627703,0.8944271909999159,4.7494246606168184,false,false
2025-10-09,B6,628,1.0,16.819776714513555,600.0,0.8,15.70818475325964,33.87476937190863,0.8366600265340756,3.204592657786112,false,false
2025-10-10,B6,630,0.0,19.711111111111112,601.8,0.4,16.634251886628874,35.47111500925787,0.5477225575051661,3.6200632493501397,false,false
2025-10-11,B6,550,1.0,13.233151183970856,586.8,0.4,15.45844622598715,38.89987146508325,0.5477225575051661,3.568409931441687,true,false
2025-10-12,B6,628,1.0,40.96491228070175,599.6,0.6,21.535825845248066,40.034984700883776,0.5477225575051661,11.102056974497309,false,true
2025-10-13,B6,632,45.0,64.04258943781942,613.6,9.6,30.954308145623337,35.59213396243611,19.793938466106233,21.420086463493572,true,true
2025-10-14,B6,566,23.0,39.270718232044196,601.2,14.0,35.44449644912947,39.864771415373724,19.849433241279208,20.024042794587825,false,false
2025-10-15,B6,559,0.0,6.65474060822898,587.0,14.0,32.833222348553036,39.686269665968844,19.849433241279208,23.189793144831654,false,false
2025-10-16,B6,618,0.0,14.72653721682848,600.6,13.8,33.13189955512456,35.23918273740182,20.0174923504419,22.881811777230553,false,false
2025-10-17,B6,621,0.0,8.78743961352657,599.2,13.6,26.696405021689525,33.995587949026536,20.181674856165927,24.58926560958095,false,false
2025-10-18,B6,548,0.0,11.33941605839416,582.4,4.6,16.155770345804477,34.48622913569993,10.285912696499032,13.267466370759369,false,false
2025-10-19,B6,617,0.0,16.641815235008103,592.6,0.0,11.629989746397259,35.93466293149274,0.0,4.111709780547882,false,true
2025-10-20,B6,621,0.0,26.314009661835748,605.0,0.0,15.561843557118612,31.91394679446587,0.0,6.730427070839231,false,true
2025-10-21,B6,560,0.0,9.533928571428572,593.4,0.0,14.523321828038629,36.25327571406476,0.0,7.270487942828588,false,false
2025-10-22,B6,557,0.0,12.443447037701976,580.6,0.0,15.25452331287371,35.35958144548657,0.0,6.711785083248356,false,false
2025-10-23,B6,608,2.0,18.884488448844884,592.6,0.4,16.763537790963856,31.500793640795745,0.8944271909999159,6.454750084505982,true,false
2025-10-24,B6,610,0.0,17.567213114754097,591.2,0.4,16.948617366913055,30.27705401785315,0.8944271909999159,6.463648350815374,false,false
2025-10-25,B6,548,0.0,6.706204379562044,576.6,0.4,13.027056310458315,29.913207785190778,0.8944271909999159,5.182138684465627,false,false
2025-10-26,B6,634,0.0,17.014195583596216,591.4,0.4,14.523109712891841,37.091778064687034,0.8944271909999159,4.998067242637283,false,false
2025-10-27,B6,638,0.0,20.264890282131663,607.6,0.4,16.08739836177778,35.983329473521465,0.8944271909999159,5.392836846810093,false,false
2025-10-28,B6,549,0.0,12.670309653916211,595.8,0.0,14.844562602792047,44.488200682877675,0.0,5.302365879690129,false,false
2025-10-29,B6,551,0.0,9.655172413793103,584.0,0.0,13.262154462599847,47.502631506054456,0.0,5.464823940463839,false,false
2025-10-30,B6,635,81.0,57.93884892086331,601.4,16.2,23.508683370860098,46.949973375924266,36.2243012354966,19.669309696121438,true,true
2025-10-31,B6,601,36.0,32.09911504424779,594.8,23.4,26.525667262990417,43.40737264566928,35.774292445833225,19.580814343235964,false,false
2025-10-01,DL,2880,0.0,5.996875,,,,,,,,
2025-10-02,DL,3044,0.0,8.021024967148488,,,,,,,,
2025-10-03,DL,3052,0.0,6.211992136304063,,,,,,,,
2025-10-04,DL,2526,0.0,6.378463974663499,,,,,,,,
2025-10-05,DL,3043,0.0,9.301347354584292,2909.0,0.0,7.181940686540068,225.92033994308701,0.0,1.4306207352546365,false,true
2025-10-06,DL,3079,0.0,12.450795712893797,2948.8,0.0,8.472724829118828,236.80097128179182,0.0,2.559909024077634,false,true
2025-10-07,DL,2901,0.0,7.6366770079283,2920.2,0.0,8.395855237274791,230.99285703241992,0.0,2.582534383579359,false,false
2025-10-08,DL,2916,2.0,8.648713550600343,2893.0,0.4,8.883199520134045,219.30458271545533,0.8944271909999159,2.279533526959892,true,false
2025-10-09,DL,3080,0.0,9.47012987012987,3003.8,0.4,9.50153269922732,88.42341318904163,0.8944271909999159,1.7989024350490372,false,false
2025-10-10,DL,3070,4.0,16.201239399869536,3009.2,1.2,10.881511108284368,92.16127169261493,1.7888543819998317,3.473776530607707,true,true
2025-10-11,DL,2586,33.0,15.187866927592955,2910.6,7.8,11.428925351224201,199.74433659055262,14.184498581197715,3.9639698549486186,true,false
2025-10-12,DL,3067,39.0,16.455416116248347,2943.8,15.6,13.19267317288821,211.21600318157707,18.796276226955168,3.8138778842958954,true,false
2025-10-13,DL,3078,17.0,20.954916693890887,2976.2,18.6,15.653913801546318,218.19532533947643,17.21336689901194,4.107888336325127,false,true
2025-10-14,DL,2908,5.0,19.765415087840164,2941.8,19.6,17.71297084508838,211.18522675603984,15.96245595138793,2.4982827056207504,false,false
2025-10-15,DL,2918,8.0,7.170271198077583,2911.4,20.4,15.906777204729988,198.68769463658282,15.059880477613358,5.4202668859816665,false,false
2025-10-16,DL,3080,4.0,6.411114722131947,3010.2,14.6,14.151426763637787,88.93930514682457,14.570518178843193,6.923901909377244,false,false
2025-10-17,DL,3085,0.0,8.4,3013.8,6.8,12.540343540388116,92.12057316365312,6.379655163094631,7.1859979773528115,false,false
2025-10-18,DL,2581,1.0,11.342502905850445,2914.4,3.6,10.617860782780028,204.77866099767326,3.2093613071762395,5.447576268068048,false,false
2025-10-19,DL,3066,0.0,11.57860404435747,2946.0,2.6,8.980498574083487,215.4564921277611,3.435112807463531,2.374070956394152,false,true
2025-10-20,DL,3080,2.0,17.07894736842105,2978.4,1.4,10.962233808152183,222.2662817433179,1.6733200530681447,4.037834464657287,false,true
2025-10-21,DL,2900,3.0,6.372799447704522,2942.4,1.2,10.954570753266697,216.19042531990166,1.3038404810405213,4.048652796226353,true,false
2025-10-22,DL,2912,5.0,7.779153766769866,2907.8,2.2,10.830401506620671,200.97064462254178,1.9235384061671288,4.154717473944218,true,false
2025-10-23,DL,3074,0.0,11.02537410540013,3006.4,2.0,10.766975746530608,91.88471037120355,2.1213203435596375,4.147359445754503,false,false
2025-10-24,DL,3083,0.0,12.020434641582874,3009.8,2.0,10.855341865975689,94.90626955054107,2.1213203435596375,4.173599685570593,false,false
2025-10-25,DL,2579,2.0,9.778812572759023,2909.6,2.0,9.395314906843282,204.01544059212762,2.1213203435596375,2.3153290048985506,false,false
2025-10-26,DL,3033,0.0,9.896142433234422,2936.2,1.4,10.099983503949264,211.0016587612523,2.1908902300206594,1.5870911249373643,false,false
2025-10-27,DL,3032,0.0,13.950857519788919,2960.2,0.4,11.334324254553074,214.35881134210453,0.8944271909999034,1.7248498144263733,false,true
2025-10-28,DL,2683,2.0,8.119686800894854,2882.0,0.8,10.753186793652018,232.97639365394932,1.0954451150103222,2.2610986019408084,true,false
2025-10-29,DL,2696,2.0,6.002598366740906,2804.6,1.2,9.549619538683626,212.92792207693182,1.0954451150103224,2.922737165674085,false,false
2025-10-30,DL,2713,96.0,27.449104079298515,2831.4,20.0,13.083677839991523,183.88664986887972,42.49705872175156,8.544892438557621,true,true
2025-10-31,DL,2352,104.0,17.230666666666668,2695.2,40.8,14.550582686677973,240.66927514745197,54.12208421707353,8.49027137904252,true,false
2025-10-01,F9,190,0.0,5.21578947368421,,,,,,,,
2025-10-02,F9,644,4.0,11.238317757009346,,,,,,,,
2025-10-03,F9,716,0.0,13.762569832402235,,,,,,,,
2025-10-04,F9,346,0.0,7.3497109826589595,,,,,,,,
2025-10-05,F9,714,0.0,16.831932773109244,522.0,0.8,10.879664163772798,240.0958142075784,1.788854381999832,4.701311653616762,false,true
2025-10-06,F9,693,3.0,29.56231884057971,622.6,1.4,15.748970037151901,157.32069158251244,1.949358868961793,8.467891353266454,false,true
2025-10-07,F9,281,0.0,9.626334519572953,550.0,0.6,15.426573389664622,217.300483202408,1.341640786499874,8.709789314043537,false,false
2025-10-08,F9,294,0.0,7.636054421768708,465.6,0.6,14.201270307537916,218.65566537366465,1.341640786499874,9.405558985452778,false,false
2025-10-09,F9,683,1.0,16.661290322580644,533.0,0.8,16.063586175522254,224.4359596856083,1.30384048104053,8.596872842008741,false,false
2025-10-10,F9,748,2.0,26.20643431635389,539.8,1.2,17.938486484171182,231.68879990193744,1.30384048104053,9.75109797309717,false,false
2025-10-11,F9,459,1.0,12.170305676855895,493.0,0.8,14.460083851426418,216.11686653290158,0.8366600265340757,7.382371799129345,false,false
2025-10-12,F9,743,8.0,25.119565217391305,585.4,2.4,17.558729990990088,201.05546498416803,3.2093613071762426,8.066117783967012,true,false
2025-10-13,F9,732,5.0,35.23246217331499,673.0,3.4,23.078011541299347,122.37442543276784,3.0495901363953815,8.96992194868382,false,true
2025-10-14,F9,285,0.0,12.07719298245614,593.4,3.2,22.161192073274442,211.34403232644166,3.271085446759226,9.968436526645064,false,false
2025-10-15,F9,294,0.0,9.714285714285714,502.6,2.8,18.86276235286081,225.37812671153335,3.5637059362410928,10.973174189184116,false,false
2025-10-16,F9,686,0.0,12.540816326530612,548.0,2.6,18.93686448279575,236.9651873166183,3.7148351242013424,10.917792550649043,false,false
